id    ,name_en_CA                           ,name_fr_CA                           ,lat             ,lon              ,region,timeZone,compositeStation,stationType,province,city                    ,address                                            ,altitude,environment,aqhiAlgorithm,calculateHistory,forecastCentre,grouping,sortOrder
103601,Agassiz                              ,Agassiz                              ,49.238008       ,-121.762264      ,5     ,7       ,                ,1          ,10      ,Agassiz                 ,7170 Cheam Ave                                     ,23.0    ,1          ,1            ,1               ,7             ,2       ,
103702,Pine River Gas Plant                 ,Pine River Gas Plant                 ,55.575          ,-121.920833333333,5     ,7       ,                ,1          ,10      ,Pine River              ,Gas Plant Site                                     ,1113.0  ,7          ,             ,0               ,7             ,2       ,
103704,Pine River Hasler                    ,Pine River Hasler                    ,55.6056         ,-121.9722        ,5     ,7       ,                ,1          ,10      ,Hasler Flat             ,                                                   ,610.0   ,5          ,             ,0               ,7             ,2       ,
103901,Kitimat Riverlodge                   ,Kitimat Riverlodge                   ,54.0558333333333,-128.673888888889,5     ,7       ,                ,1          ,10      ,Kitimat                 ,653 COLUMBIA STREET                                ,        ,2          ,             ,0               ,7             ,2       ,
103902,Kitimat Haul Road                    ,Kitimat Haul Road                    ,54.0297222222222,-128.701666666667,5     ,7       ,                ,1          ,10      ,Kitimat                 ,Haulage Road                                       ,6.0     ,3          ,             ,0               ,7             ,2       ,
103904,Kitimat Whitesail                    ,Kitimat Whitesail                    ,54.0675         ,-128.640277777778,5     ,7       ,                ,1          ,10      ,Kitimat                 ,1332 Lahakas Blvd N                                ,119.0   ,2          ,             ,0               ,7             ,2       ,
103905,Kitimat Haisla Village               ,Kitimat Haisla Village               ,53.9733         ,-128.6503        ,5     ,7       ,                ,1          ,10      ,Kitimat                 ,                                                   ,1.0     ,           ,             ,0               ,7             ,2       ,
103906,Kitimat Rio Tinto Alcan              ,Kitimat Rio Tinto Alcan              ,54.0194         ,-128.7042        ,5     ,7       ,                ,1          ,10      ,Kitimat                 ,                                                   ,17.0    ,3          ,             ,0               ,7             ,2       ,
104003,Vernon Science Centre                ,Vernon Science Centre                ,50.25775        ,-119.2673        ,5     ,7       ,                ,1          ,10      ,Vernon                  ,2704 HIGHWAY 6                                     ,503.0   ,2          ,1            ,1               ,7             ,2       ,
104101,Grand Forks City Hall                ,Grand Forks City Hall                ,49.0333333333333,-118.433333333333,5     ,7       ,                ,1          ,10      ,Grand Forks             ,CITY HALL                                          ,530.0   ,2          ,             ,0               ,7             ,2       ,
104301,Taylor Townsite                      ,Taylor Townsite                      ,56.1508333333333,-120.686111111111,5     ,7       ,                ,1          ,10      ,Taylor                  ,MCMAHON COMPLEX                                    ,484.0   ,2          ,             ,0               ,7             ,2       ,
104302,Taylor South Hill                    ,Taylor South Hill                    ,56.1058333333333,-120.663333333333,5     ,7       ,                ,1          ,10      ,Taylor                  ,Pingle Creek Road                                  ,686.0   ,2          ,             ,0               ,7             ,2       ,
104303,Bessborough 237 Road                 ,Bessborough 237 Road                 ,55.7919         ,-120.4836        ,5     ,7       ,                ,1          ,10      ,Bessborough             ,237 Road                                           ,665.0   ,           ,             ,0               ,7             ,2       ,
104304,Farmington Community Hall            ,Farmington Community Hall            ,55.9133         ,-120.5315        ,5     ,7       ,                ,1          ,10      ,Farmington              ,4794 parkland Road                                 ,696.0   ,           ,             ,0               ,7             ,2       ,
104305,Tomslake 197 Road East               ,Tomslake 197 Road East               ,55.5902         ,-120.0858        ,5     ,7       ,                ,1          ,10      ,Tomslake                ,Tomslake 197 Road East                             ,765.0   ,           ,             ,0               ,7             ,2       ,
104601,Telkwa                               ,Telkwa                               ,54.6911111111111,-127.054722222222,5     ,7       ,                ,1          ,10      ,Telkwa                  ,1304 BIRCH STREET                                  ,        ,2          ,             ,0               ,7             ,2       ,
104801,Duncan Deykin Avenue                 ,Duncan Deykin Avenue                 ,48.8027777777778,-123.645         ,5     ,7       ,                ,1          ,10      ,Duncan                  ,6364 DEYKIN AVENUE                                 ,22.0    ,2          ,             ,0               ,7             ,2       ,
104804,Duncan College Street                ,Duncan College Street                ,48.786114       ,-123.717307      ,5     ,7       ,                ,1          ,10      ,Duncan                  ,1050 College Street                                ,32.0    ,2          ,1            ,1               ,7             ,        ,
105001,Whistler Meadow Park                 ,Whistler Meadow Park                 ,50.1439         ,-122.9611        ,5     ,7       ,                ,1          ,10      ,Whisler                 ,MEADOW PARK                                        ,        ,2          ,1            ,1               ,7             ,2       ,
105101,Houston Firehall                     ,Houston Firehall                     ,54.39959        ,-126.64596       ,5     ,7       ,                ,1          ,10      ,Houston                 ,FIREHALL                                           ,        ,2          ,             ,0               ,7             ,2       ,
105201,Burns Lake Fire Centre               ,Burns Lake Fire Centre               ,54.23306        ,-125.76352       ,5     ,7       ,                ,1          ,10      ,Burns Lake              ,FIRE CENTRE                                        ,652.0   ,2          ,             ,0               ,7             ,2       ,
105301,Langdale Elementary                  ,Langdale Elementary                  ,49.4416666666667,-123.491666666667,5     ,7       ,                ,1          ,10      ,Langdale                ,FORRES ROAD                                        ,75.0    ,2          ,             ,0               ,7             ,2       ,
105501,Fort St. John NP Cultural Centre     ,Fort St. John NP Cultural Centre     ,56.2458333333333,-120.848888888889,5     ,7       ,                ,1          ,10      ,Fort St. John           ,10015 100TH AVENUE                                 ,700.0   ,1          ,             ,0               ,7             ,2       ,
105503,Doig River Cultural Centre           ,Doig River Cultural Centre           ,56.5781         ,-120.4975        ,5     ,7       ,                ,1          ,10      ,Doig River              ,4356 Doig Road                                     ,552.0   ,           ,             ,0               ,7             ,2       ,
105504,Fort St John Key Learning Centre     ,Fort St John Key Learning Centre     ,56.244722       ,-120.856111      ,5     ,7       ,                ,1          ,10      ,Fort St John            ,10511 99 Avenue                                    ,679.0   ,1          ,1            ,1               ,7             ,2       ,
106701,Crofton Substation                   ,Crofton Substation                   ,48.875          ,-123.65          ,5     ,7       ,                ,1          ,10      ,Crofton                 ,                                                   ,        ,           ,             ,0               ,7             ,2       ,
106702,Crofton Georgia Heights              ,Crofton Georgia Heights              ,48.8381         ,-123.6553        ,5     ,7       ,                ,1          ,10      ,Crofton                 ,                                                   ,765.0   ,           ,             ,0               ,7             ,2       ,
106800,Ucluelet Amphitrite Point            ,Ucluelet Amphitrite Point            ,48.9217         ,-125.5411        ,5     ,7       ,                ,1          ,10      ,Ucluelet                ,                                                   ,18.0    ,           ,1            ,0               ,7             ,2       ,
106900,Vanderhoof                           ,Vanderhoof                           ,54.0163         ,-124.0061        ,5     ,7       ,                ,1          ,10      ,Vanderhoof              ,                                                   ,638.0   ,           ,             ,0               ,7             ,2       ,
107000,Rumble Beach Hospital                ,Rumble Beach Hospital                ,50.4264         ,-127.4881        ,5     ,7       ,                ,1          ,10      ,Rumble Beach            ,                                                   ,3.0     ,           ,             ,0               ,7             ,2       ,
107001,Port Alice Lake Road                 ,Port Alice Lake Road                 ,50.3668         ,-127.4333        ,5     ,7       ,                ,1          ,10      ,Port Alice              ,                                                   ,152.0   ,5          ,             ,0               ,7             ,2       ,
107100,Courtenay Elementary School          ,Courtenay Elementary School          ,49.6825         ,-124.9961        ,5     ,7       ,                ,1          ,10      ,Courtenay               ,                                                   ,        ,2          ,1            ,0               ,7             ,2       ,
107200,Strathnaver Pellet Plant             ,Strathnaver Pellet Plant             ,53.3072         ,-122.5331        ,5     ,7       ,                ,1          ,10      ,Strathnaver             ,                                                   ,674.0   ,5          ,             ,0               ,7             ,2       ,
119004,Steele Street Station                ,Steele Street Station                ,60.7196861111   ,-135.058683333   ,5     ,7       ,                ,1          ,11      ,Whitehorse              ,401 Steele Street                                  ,641.0   ,2          ,1            ,1               ,7             ,        ,
129003,Yellowknife                          ,Yellowknife                          ,62.452084       ,-114.364031      ,4     ,6       ,                ,1          ,12      ,Yellowknife             ,49th St and 52nd Ave                               ,191.0   ,1          ,1            ,0               ,6             ,        ,2
129203,Inuvik                               ,Inuvik                               ,68.356994       ,-133.714063      ,4     ,6       ,                ,1          ,12      ,Inuvik                  ,Bompas Street                                      ,33.0    ,2          ,1            ,1               ,6             ,        ,1
129303,Waterlab                             ,Waterlab                             ,63.751619       ,-68.522433       ,4     ,4       ,                ,1          ,13      ,Iqaluit                 ,Building 959 C                                     ,35.0    ,3          ,1            ,1               ,5             ,        ,39
129501,Snare Rapids                         ,Snare Rapids                         ,63.50861        ,-116.00777       ,4     ,6       ,                ,1          ,12      ,Snare Rapids            ,SNARE RAPIDS                                       ,243.0   ,6          ,             ,0               ,6             ,        ,61
129601,Fort Smith                           ,Fort Smith                           ,60.004486       ,-111.893377      ,4     ,6       ,                ,1          ,12      ,Fort Smith              ,95 Conibear Cres.                                  ,207.0   ,2          ,1            ,1               ,6             ,        ,3
129602,Wood Buffalo                         ,Wood Buffalo                         ,60.1465         ,-113.63769       ,4     ,6       ,                ,1          ,12      ,                        ,                                                   ,284.0   ,5          ,             ,0               ,6             ,        ,65
129998,Arviat                               ,Arviat                               ,61.108333       ,-94.058333       ,4     ,5       ,                ,2          ,13      ,Arviat                  ,                                                   ,        ,           ,             ,0               ,5             ,        ,
129999,Kugluktuk                            ,Kugluktuk                            ,67.826667       ,-115.09333       ,4     ,6       ,                ,2          ,13      ,Kugluktuk               ,                                                   ,        ,           ,             ,0               ,5             ,        ,
